rank,openalex_author_id,author,rwd_name_variants,unique_retracted_papers,openalex_works,retracted_papers_per_100_works,first_retraction_year,last_retraction_year,median_retraction_lag_years,orcid,match_confidence,exact_match_papers,initial_match_papers
663,A5100345396,Jing Zhang,Jing Zhang,2,311,0.64,2021,2023,1.0,https://orcid.org/0000-0002-4825-9674,High,2,0
664,A5100345417,Jing Zhang,Jing Zhang,2,257,0.78,2011,2024,1.0,https://orcid.org/0000-0002-6431-9286,High,2,0
665,A5100345419,Jing Zhang,Jing Zhang,2,222,0.9,2015,2024,2.0,https://orcid.org/0000-0002-6566-6693,High,2,0
666,A5100345466,Jing Zhang,Jing Zhang,2,234,0.85,2022,2024,2.5,https://orcid.org/0000-0003-1194-0666,High,2,0
667,A5100621214,Jing Zhang,Jing Zhang,2,100,2.0,2023,2024,4.0,https://orcid.org/0000-0003-2281-5297,High,2,0
668,A5100621216,Jing Zhang,Jing Zhang,2,97,2.06,2021,2024,7.0,https://orcid.org/0000-0003-4733-9442,High,2,0
669,A5100623618,Jing Zhang,Jing Zhang,2,51,3.92,2022,2024,4.0,https://orcid.org/0000-0002-2920-909X,High,2,0
670,A5100748083,Jing Zhang,Jing Zhang,2,116,1.72,2017,2021,1.5,https://orcid.org/0000-0002-3694-2548,High,2,0
671,A5059424561,Jing Zhao,Jing Zhao,2,66,3.03,2009,2011,0.0,https://orcid.org/0000-0001-9635-1814,High,2,0
672,A5102023989,Jing Zhao,Jing Zhao,2,76,2.63,2023,2025,8.0,https://orcid.org/0000-0003-0764-8179,High,2,0
673,A5108574153,Jing Zhao,Jing Zhao,2,80,2.5,2023,2024,3.0,https://orcid.org/0000-0003-2205-1581,High,2,0
674,A5100706289,Jinli Zhang,Jin Zhang,2,888,0.23,2011,2011,0.0,https://orcid.org/0000-0001-5805-3824,High,2,0
675,A5100766053,Jiän Zhang,Jian Zhang,2,367,0.54,2022,2025,6.5,https://orcid.org/0000-0002-0557-886X,High,2,0
676,A5100420981,Juan Li,Juan Li,2,28,7.14,2021,2025,4.0,https://orcid.org/0000-0001-7385-0434,High,2,0
677,A5076006482,Jun Chen,Jun Chen,2,425,0.47,2010,2023,0.5,https://orcid.org/0000-0003-2360-3712,High,2,0
678,A5100450278,Jun Chen,Jun Chen,2,280,0.71,2019,2024,5.5,https://orcid.org/0000-0003-4849-4946,High,2,0
679,A5100361689,Jun Li,Jun Li,2,1108,0.18,2017,2023,1.0,https://orcid.org/0000-0001-8243-5267,High,2,0
680,A5100361950,Jun Li,Jun Li,2,27,7.41,2018,2019,0.5,https://orcid.org/0000-0002-8122-764X,High,2,0
681,A5100361956,Jun Li,Jun Li,2,1448,0.14,2011,2023,1.5,https://orcid.org/0000-0002-8456-3980,High,2,0
682,A5100361984,Jun Li,Jun Li,2,161,1.24,2023,2023,1.0,https://orcid.org/0000-0002-9237-9147,High,2,0
683,A5100362132,Jun Li,Jun Li,2,167,1.2,2011,2011,0.0,https://orcid.org/0000-0003-4799-165X,High,2,0
684,A5100361873,Jun Liu,Jun Liu,2,129,1.55,2020,2021,1.5,https://orcid.org/0000-0002-5275-2656,High,2,0
685,A5100361993,Jun Liu,Jun Liu,2,100,2.0,2021,2021,0.5,https://orcid.org/0000-0002-9565-5207,High,2,0
686,A5062089486,Jun Lü,Jun Lu,2,98,2.04,2010,2023,0.5,https://orcid.org/0000-0002-2678-2923,High,2,0
687,A5100384777,Jun Wang,Jun Wang,2,252,0.79,2019,2021,3.0,https://orcid.org/0000-0002-6346-2929,High,2,0
688,A5100384877,Jun Wang,Jun Wang,2,35,5.71,2025,2025,5.0,https://orcid.org/0000-0003-1700-1512,High,2,0
689,A5023978169,Jun Yang,Jun Yang,2,86,2.33,2009,2009,0.0,https://orcid.org/0000-0003-1800-5005,High,2,0
690,A5040234624,Jun Yang,Jun Yang,2,14,14.29,2021,2023,2.5,https://orcid.org/0000-0001-8007-0970,High,2,0
691,A5055468768,Jun Yang,Jun Yang,2,332,0.6,2009,2013,1.0,https://orcid.org/0000-0002-7460-2800,High,2,0
692,A5101526257,Jun Yang,Jun Yang,2,151,1.32,2019,2025,2.0,https://orcid.org/0000-0002-2571-9308,High,2,0
693,A5005804072,Jun Zhang,Jun Zhang,2,10,20.0,2023,2023,2.0,https://orcid.org/0000-0002-1058-7103,High,2,0
694,A5100433067,Jun Zhang,Jun Zhang,2,807,0.25,2022,2023,2.0,https://orcid.org/0000-0001-7886-6187,High,2,0
695,A5100433138,Jun Zhang,Jun Zhang,2,696,0.29,2020,2023,1.5,https://orcid.org/0000-0002-3197-0427,High,2,0
696,A5100440268,Lei Li,Lei Li,2,266,0.75,2023,2024,6.0,https://orcid.org/0000-0001-9910-5600,High,2,0
697,A5100440352,Lei Li,Lei Li,2,100,2.0,2023,2025,3.5,https://orcid.org/0000-0002-8026-3665,High,2,0
698,A5100440367,Lei Li,Lei Li,2,267,0.75,2021,2025,2.0,https://orcid.org/0000-0002-9180-8552,High,2,0
699,A5115602686,Lei Li,Lei Li,2,154,1.3,2010,2023,1.5,https://orcid.org/0000-0002-3945-2181,High,2,0
700,A5089278084,Lei Liu,Lei Liu,2,2,100.0,2022,2023,0.5,https://orcid.org/0000-0001-6006-6413,High,2,0
701,A5100349482,Lei Liu,Lei Liu,2,127,1.57,2020,2023,0.5,https://orcid.org/0000-0001-6764-3260,High,2,0
702,A5100349517,Lei Liu,Lei Liu,2,156,1.28,2011,2011,0.0,https://orcid.org/0000-0002-0500-6239,High,2,0
703,A5100349547,Lei Liu,Lei Liu,2,530,0.38,2013,2023,2.5,https://orcid.org/0000-0002-3570-2219,High,2,0
704,A5100349568,Lei Liu,Lei Liu,2,428,0.47,2024,2024,4.0,https://orcid.org/0000-0002-6265-9412,High,2,0
705,A5100349590,Lei Liu,Lei Liu,2,65,3.08,2023,2025,5.5,https://orcid.org/0000-0002-8691-4465,High,2,0
706,A5100349663,Lei Liu,Lei Liu,2,25,8.0,2023,2024,3.0,https://orcid.org/0000-0003-4976-9382,High,2,0
707,A5115602441,Lei Liu,Lei Liu,2,528,0.38,2019,2022,0.0,https://orcid.org/0000-0002-4604-4629,High,2,0
708,A5006698197,Lei Wang,Lei Wang,2,35,5.71,2010,2010,0.0,https://orcid.org/0000-0003-1871-1970,High,2,0
709,A5046026008,Lei Wang,Lei Wang,2,176,1.14,2018,2024,4.0,https://orcid.org/0000-0002-1069-7644,High,2,0
710,A5091432366,Lei Wang,Lei Wang,2,487,0.41,2021,2022,4.0,https://orcid.org/0000-0002-8811-8489,High,2,0
711,A5100435726,Lei Wang,Lei Wang,2,114,1.75,2019,2021,3.0,https://orcid.org/0000-0001-5492-5613,High,2,0
712,A5100435829,Lei Wang,Lei Wang,2,575,0.35,2023,2024,2.5,https://orcid.org/0000-0002-0296-8993,High,2,0
713,A5100435832,Lei Wang,Lei Wang,2,714,0.28,2020,2022,4.5,https://orcid.org/0000-0002-0336-7241,High,2,0
714,A5100435927,Lei Wang,Lei Wang,2,32,6.25,2016,2023,1.5,https://orcid.org/0000-0002-4535-0384,High,2,0
715,A5100436005,Lei Wang,Lei Wang,2,139,1.44,2021,2023,3.5,https://orcid.org/0000-0002-7403-9528,High,2,0
716,A5100436059,Lei Wang,Lei Wang,2,365,0.55,2017,2024,5.5,https://orcid.org/0000-0003-0184-307X,High,2,0
717,A5100436067,Lei Wang,Lei Wang,2,136,1.47,2015,2021,4.0,https://orcid.org/0000-0003-0424-8348,High,2,0
718,A5100436098,Lei Wang,Lei Wang,2,207,0.97,2015,2022,2.0,https://orcid.org/0000-0003-1802-7466,High,2,0
719,A5100735068,Lei Wang,Lei Wang,2,30,6.67,2010,2022,1.0,https://orcid.org/0000-0002-3608-0343,High,2,0
720,A5100757663,Lei Wang,Lei Wang,2,263,0.76,2017,2022,2.0,https://orcid.org/0000-0002-3368-2832,High,2,0
721,A5016138743,Lei Zhang,Lei Zhang,2,208,0.96,2023,2023,1.5,https://orcid.org/0000-0001-5559-6292,High,2,0
722,A5036889750,Lei Zhang,Lei Zhang,2,131,1.53,2021,2023,2.5,https://orcid.org/0000-0002-2414-0505,High,2,0
723,A5100433814,Lei Zhang,Lei Zhang,2,558,0.36,2023,2025,2.5,https://orcid.org/0000-0001-6302-8383,High,2,0
724,A5100433894,Lei Zhang,Lei Zhang,2,121,1.65,2011,2011,0.0,https://orcid.org/0000-0002-1869-5096,High,2,0
725,A5100433917,Lei Zhang,Lei Zhang,2,980,0.2,2023,2024,3.5,https://orcid.org/0000-0002-4880-824X,High,2,0
726,A5100606318,Lei Zhang,Lei Zhang,2,62,3.23,2014,2015,2.5,https://orcid.org/0000-0002-9377-6136,High,2,0
727,A5100731323,Lei Zhang,Lei Zhang,2,214,0.93,2010,2011,0.0,https://orcid.org/0000-0001-5797-5480,High,2,0
728,A5100379172,Li Chen,Li Chen,2,930,0.22,2022,2022,1.5,https://orcid.org/0000-0001-7670-8062,High,2,0
729,A5100379279,Li Chen,Li Chen,2,536,0.37,2010,2010,2.5,https://orcid.org/0000-0002-8013-5508,High,2,0
730,A5100379281,Li Chen,Li Chen,2,183,1.09,2019,2022,1.5,https://orcid.org/0000-0002-8200-7681,High,2,0
731,A5100379297,Li Chen,Li Chen,2,578,0.35,2023,2024,6.0,https://orcid.org/0000-0002-9478-6432,High,2,0
732,A5100379320,Li Chen,Li Chen,2,4,50.0,2022,2023,5.0,https://orcid.org/0000-0003-1284-9688,High,2,0
733,A5100379364,Li Chen,Li Chen,2,381,0.52,2018,2023,3.0,https://orcid.org/0009-0007-6683-0102,High,2,0
734,A5100629688,Li Hui,Hui Li,2,112,1.79,2010,2022,0.5,https://orcid.org/0000-0001-9500-2081,High,2,0
735,A5100779597,Li Jun,Jun Li,2,105,1.9,2023,2023,2.0,https://orcid.org/0000-0002-6084-389X,High,2,0
736,A5036815027,Li Li,Li Li,2,2,100.0,2023,2023,1.0,https://orcid.org/0000-0002-7782-8004,High,2,0
737,A5053980894,Li Li,Li Li,2,2,100.0,2023,2023,1.0,https://orcid.org/0000-0003-0769-2794,High,2,0
738,A5074460611,Li Li,Li Li,2,2,100.0,2023,2023,1.0,https://orcid.org/0000-0001-9961-6611,High,2,0
739,A5100361046,Li Li,Li Li,2,41,4.88,2023,2023,1.5,https://orcid.org/0000-0001-8832-0575,High,2,0
740,A5100361131,Li Li,Li Li,2,59,3.39,2023,2024,3.5,https://orcid.org/0000-0002-2698-3434,High,2,0
741,A5100361147,Li Li,Li Li,2,24,8.33,2021,2021,2.5,https://orcid.org/0000-0002-3673-153X,High,2,0
742,A5100361186,Li Li,Li Li,2,654,0.31,2011,2011,0.0,https://orcid.org/0000-0002-5157-7366,High,2,0
743,A5100361257,Li Li,Li Li,2,14,14.29,2023,2023,1.5,https://orcid.org/0000-0002-8496-4573,High,2,0
744,A5100418765,Li Liu,Li Liu,2,349,0.57,2022,2023,2.5,https://orcid.org/0000-0001-9685-6599,High,2,0
745,A5100418768,Li Liu,Li Liu,2,63,3.17,2023,2024,3.0,https://orcid.org/0000-0002-0303-3241,High,2,0
746,A5100418815,Li Liu,Li Liu,2,379,0.53,2020,2023,1.0,https://orcid.org/0000-0002-4330-5694,High,2,0
747,A5100418828,Li Liu,Li Liu,2,378,0.53,2023,2023,2.5,https://orcid.org/0000-0002-5265-4159,High,2,0
748,A5100418889,Li Liu,Li Liu,2,847,0.24,2022,2022,4.0,https://orcid.org/0000-0003-1194-0404,High,2,0
749,A5100418914,Li Liu,Li Liu,2,11,18.18,2022,2023,2.0,https://orcid.org/0000-0003-3184-4057,High,2,0
750,A5100784878,Li Peng,Peng Li,2,211,0.95,2023,2026,6.0,https://orcid.org/0000-0001-5358-6736,High,2,0
751,A5100335817,Li Wang,Li Wang,2,11,18.18,2023,2023,2.0,https://orcid.org/0000-0001-6161-1049,High,2,0
752,A5100335950,Li Wang,Li Wang,2,9,22.22,2022,2024,5.5,https://orcid.org/0000-0002-1256-3762,High,2,0
753,A5100336281,Li Wang,Li Wang,2,66,3.03,2022,2024,3.5,https://orcid.org/0009-0005-5697-4183,High,2,0
754,A5100336284,Li Wang,Li Wang,2,44,4.55,2018,2020,2.0,https://orcid.org/0009-0007-5755-6105,High,2,0
755,A5100653025,Li Yan,Yan Li,2,292,0.68,2022,2023,4.0,https://orcid.org/0000-0002-4792-9998,High,2,0
756,A5100733463,Li Yang,Yang Li,2,1030,0.19,2017,2021,5.0,https://orcid.org/0000-0002-5484-0895,High,2,0
757,A5100425444,Li Zhang,Li Zhang,2,84,2.38,2024,2024,6.5,https://orcid.org/0000-0001-7705-6385,High,2,0
758,A5100425496,Li Zhang,Li Zhang,2,29,6.9,2023,2024,3.5,https://orcid.org/0000-0002-0430-2749,High,2,0
759,A5100425706,Li Zhang,Li Zhang,2,117,1.71,2020,2025,4.0,https://orcid.org/0000-0003-1125-1991,High,2,0
760,A5052519895,Liang Wang,Liang Wang,2,262,0.76,2010,2025,0.5,https://orcid.org/0000-0002-4063-6842,High,2,0
761,A5100529729,Lin Wang,Lin Wang,2,21,9.52,2010,2011,0.0,,High,2,0
762,A5013925708,Lin Zhang,Lin Zhang,2,215,0.93,2013,2013,0.0,https://orcid.org/0000-0001-9544-0399,High,2,0
763,A5066085701,Lin Zhang,Lin Zhang,2,128,1.56,2009,2010,0.0,https://orcid.org/0000-0002-5140-1096,High,2,0
764,A5068826352,Lin Zhang,Lin Zhang,2,236,0.85,2011,2013,0.0,https://orcid.org/0000-0003-0526-9677,High,2,0
765,A5100351924,Lin Zhang,Lin Zhang,2,199,1.01,2023,2023,2.0,https://orcid.org/0000-0003-1961-7812,High,2,0
766,A5015996319,Ling Wang,Ling Wang,2,204,0.98,2021,2024,10.0,https://orcid.org/0000-0002-7225-2878,High,2,0
767,A5100398647,Ling Wang,Ling Wang,2,275,0.73,2009,2023,0.5,https://orcid.org/0000-0001-7140-430X,High,2,0
768,A5100398717,Ling Wang,Ling Wang,2,650,0.31,2024,2024,7.0,https://orcid.org/0000-0003-1035-5633,High,2,0
769,A5100398721,Ling Wang,Ling Wang,2,83,2.41,2022,2022,6.5,https://orcid.org/0000-0003-1578-8171,High,2,0
770,A5100418073,Ling Wang,Ling Wang,2,418,0.48,2024,2024,8.5,https://orcid.org/0000-0003-3220-6065,High,2,0
771,A5040090704,Min Li,Min Li,2,3398,0.06,2018,2022,4.5,https://orcid.org/0000-0003-1330-2326,High,2,0
772,A5100631609,Min Li,Min Li,2,310,0.65,2011,2025,1.5,https://orcid.org/0000-0003-0029-585X,High,2,0
773,A5101975705,Min Li,Min Li,2,32,6.25,2011,2011,0.0,https://orcid.org/0000-0001-5782-0622,High,2,0
774,A5016896263,Min Wang,Min Wang,2,19,10.53,2023,2023,1.0,https://orcid.org/0000-0002-5163-819X,High,2,0
775,A5058612456,Min Wang,Min Wang,2,67,2.99,2011,2011,0.0,https://orcid.org/0000-0002-3536-5339,High,2,0
776,A5100340934,Min Wang,Min Wang,2,111,1.8,2025,2025,2.0,https://orcid.org/0000-0002-7422-1266,High,2,0
777,A5011210400,Min Zhang,Min Zhang,2,233,0.86,2019,2023,3.0,https://orcid.org/0000-0003-3568-7351,High,2,0
778,A5100402941,Min Zhang,Min Zhang,2,164,1.22,2017,2022,3.0,https://orcid.org/0000-0002-7213-0918,High,2,0
779,A5100403020,Min Zhang,Min Zhang,2,389,0.51,2023,2024,2.0,https://orcid.org/0009-0002-1427-6721,High,2,0
780,A5100671581,Min Zhang,Min Zhang,2,57,3.51,2019,2019,4.5,https://orcid.org/0000-0003-3320-8150,High,2,0
781,A5100351366,Ming Li,Ming Li,2,9,22.22,2024,2025,4.5,https://orcid.org/0000-0002-0012-261X,High,2,0
782,A5100351464,Ming Li,Ming Li,2,575,0.35,2011,2023,0.5,https://orcid.org/0000-0002-7699-4502,High,2,0
783,A5100382044,Ming Li,Ming Li,2,33,6.06,2017,2023,4.0,https://orcid.org/0000-0001-5753-5872,High,2,0
784,A5004255007,Na Li,Na Li,2,2,100.0,2023,2023,1.0,https://orcid.org/0000-0002-8389-6468,High,2,0
785,A5100368134,Na Li,Na Li,2,49,4.08,2010,2024,0.5,https://orcid.org/0000-0002-6127-182X,High,2,0
786,A5100368210,Na Li,Na Li,2,186,1.08,2021,2025,1.0,https://orcid.org/0000-0003-3619-7899,High,2,0
787,A5100341038,Nan Li,Nan Li,2,71,2.82,2021,2022,7.0,https://orcid.org/0000-0002-1498-7139,High,2,0
788,A5100341066,Nan Li,Nan Li,2,154,1.3,2023,2023,1.0,https://orcid.org/0000-0002-6100-0093,High,2,0
789,A5100432619,Peng Li,Peng Li,2,62,3.23,2025,2025,3.5,https://orcid.org/0000-0001-5928-2004,High,2,0
790,A5100432665,Peng Li,Peng Li,2,7,28.57,2023,2023,2.0,https://orcid.org/0000-0002-1118-5528,High,2,0
791,A5100432714,Peng Li,Peng Li,2,279,0.72,2015,2021,1.0,https://orcid.org/0000-0002-5235-6311,High,2,0
792,A5100432772,Peng Li,Peng Li,2,795,0.25,2024,2024,4.0,https://orcid.org/0000-0003-2030-1807,High,2,0
793,A5100432789,Peng Li,Peng Li,2,626,0.32,2014,2021,1.5,https://orcid.org/0000-0003-4530-2400,High,2,0
794,A5100364096,Peng Zhang,Peng Zhang,2,85,2.35,2023,2026,5.5,https://orcid.org/0000-0002-2072-4941,High,2,0
795,A5100364188,Peng Zhang,Peng Zhang,2,122,1.64,2020,2021,6.0,https://orcid.org/0000-0002-8671-3292,High,2,0
796,A5101949155,Peng Zhang,Peng Zhang,2,231,0.87,2010,2026,2.0,https://orcid.org/0000-0001-7721-2675,High,2,0
797,A5100408943,Ping Li,Ping Li,2,135,1.48,2022,2024,4.0,https://orcid.org/0000-0001-7660-6082,High,2,0
798,A5100435466,Ping Li,Ping Li,2,166,1.2,2007,2015,3.0,https://orcid.org/0000-0001-7583-9650,High,2,0
799,A5100435517,Ping Li,Ping Li,2,146,1.37,2022,2023,0.5,https://orcid.org/0000-0002-4492-4825,High,2,0
800,A5100435518,Ping Li,Ping Li,2,383,0.52,2015,2021,3.0,https://orcid.org/0000-0002-4549-9517,High,2,0
801,A5100435590,Ping Li,Ping Li,2,17,11.76,2023,2023,4.5,https://orcid.org/0000-0003-4661-5927,High,2,0
802,A5100655593,Ping Li,Ping Li,2,60,3.33,2023,2023,5.5,https://orcid.org/0000-0003-0958-6784,High,2,0
803,A5034151733,Ping Wang,Ping Wang,2,327,0.61,2010,2010,0.0,https://orcid.org/0000-0001-6692-3850,High,2,0
804,A5100338625,Ping Wang,Ping Wang,2,12,16.67,2010,2023,2.5,https://orcid.org/0000-0002-1205-9582,High,2,0
805,A5100413042,Ping Wang,Ping Wang,2,202,0.99,2011,2023,0.5,https://orcid.org/0000-0002-1211-4190,High,2,0
806,A5040547097,Ping Zhang,Ping Zhang,2,684,0.29,2011,2023,0.5,https://orcid.org/0000-0003-0663-1850,High,2,0
807,A5046496688,Ping Zhang,Ping Zhang,2,7,28.57,2023,2023,2.0,https://orcid.org/0000-0003-1164-4621,High,2,0
808,A5100405788,Ping Zhang,Ping Zhang,2,312,0.64,2023,2023,1.5,https://orcid.org/0000-0002-0311-6725,High,2,0
809,A5100405840,Ping Zhang,Ping Zhang,2,651,0.31,2008,2011,0.0,https://orcid.org/0000-0003-0820-2056,High,2,0
810,A5013416069,Qi Wang,Qi Wang,2,29,6.9,2010,2023,1.0,https://orcid.org/0000-0002-2985-1402,High,2,0
811,A5080152723,Qi Wang,Qi Wang,2,407,0.49,2023,2024,1.0,https://orcid.org/0000-0001-6341-6087,High,2,0
812,A5100341210,Qi Wang,Qi Wang,2,966,0.21,2021,2023,1.0,https://orcid.org/0000-0001-7626-676X,High,2,0
813,A5100341235,Qi Wang,Qi Wang,2,120,1.67,2017,2022,3.0,https://orcid.org/0000-0001-9260-9099,High,2,0
814,A5100341289,Qi Wang,Qi Wang,2,157,1.27,2023,2024,2.0,https://orcid.org/0000-0002-3389-8529,High,2,0
815,A5100341388,Qi Wang,Qi Wang,2,351,0.57,2016,2020,4.5,https://orcid.org/0000-0003-3594-2244,High,2,0
816,A5100340530,Qian Li,Qian Li,2,1250,0.16,2011,2011,0.0,https://orcid.org/0000-0001-5732-387X,High,2,0
817,A5100340563,Qian Li,Qian Li,2,932,0.21,2019,2021,5.5,https://orcid.org/0000-0002-1166-6583,High,2,0
818,A5100340644,Qian Li,Qian Li,2,693,0.29,2021,2025,3.0,https://orcid.org/0000-0003-0359-5604,High,2,0
819,A5100340688,Qian Li,Qian Li,2,77,2.6,2022,2022,2.5,https://orcid.org/0000-0003-4789-2846,High,2,0
820,A5101763665,Qian Li,Qian Li,2,17,11.76,2020,2023,1.5,https://orcid.org/0000-0002-2491-1699,High,2,0
821,A5101945802,Qian Li,Qian Li,2,116,1.72,2011,2011,0.0,https://orcid.org/0000-0003-3562-1627,High,2,0
822,A5059956624,Qian Wang,Qian Wang,2,200,1.0,2022,2025,1.0,https://orcid.org/0000-0003-3175-334X,High,2,0
823,A5085490668,Qian Wang,Qian Wang,2,287,0.7,2011,2025,6.0,https://orcid.org/0000-0002-0326-4410,High,2,0
824,A5100391001,Qian Wang,Qian Wang,2,116,1.72,2021,2022,3.5,https://orcid.org/0000-0001-6851-0005,High,2,0
825,A5100391090,Qian Wang,Qian Wang,2,410,0.49,2023,2023,1.0,https://orcid.org/0000-0002-6514-3470,High,2,0
826,A5100391101,Qian Wang,Qian Wang,2,347,0.58,2020,2024,4.0,https://orcid.org/0000-0002-7613-1408,High,2,0
827,A5100422786,Qian Wang,Qian Wang,2,2196,0.09,2010,2024,1.0,https://orcid.org/0000-0002-2149-384X,High,2,0
828,A5100401720,Qian Zhang,Qian Zhang,2,350,0.57,2023,2023,3.0,https://orcid.org/0000-0003-2652-3988,High,2,0
829,A5100635758,Qian Zhang,Qian Zhang,2,293,0.68,2011,2020,0.5,https://orcid.org/0000-0002-1222-308X,High,2,0
830,A5101505916,Qian Zhang,Qian Zhang,2,111,1.8,2024,2025,3.5,https://orcid.org/0000-0003-4267-1833,High,2,0
831,A5100429907,Qiang Li,Qiang Li,2,662,0.3,2016,2023,5.5,https://orcid.org/0000-0001-8891-260X,High,2,0
832,A5100429976,Qiang Li,Qiang Li,2,571,0.35,2017,2020,3.0,https://orcid.org/0000-0002-4897-1012,High,2,0
833,A5100430040,Qiang Li,Qiang Li,2,935,0.21,2023,2023,1.0,https://orcid.org/0000-0003-1056-4152,High,2,0
834,A5101492139,Qiang Li,Qiang Li,2,103,1.94,2010,2025,1.5,https://orcid.org/0009-0004-5318-9553,High,2,0
835,A5066486652,Rui Wang,Rui Wang,2,81,2.47,2025,2025,5.5,https://orcid.org/0000-0002-0307-1520,High,2,0
836,A5100431254,Rui Wang,Rui Wang,2,1073,0.19,2023,2024,4.0,https://orcid.org/0000-0002-4719-9921,High,2,0
837,A5100431366,Rui Wang,Feng Wang; Rui Wang,2,882,0.23,2021,2025,0.5,https://orcid.org/0000-0003-1723-4746,High,2,0
838,A5100649565,Rui Wang,Rui Wang,2,336,0.6,2011,2025,2.5,https://orcid.org/0000-0002-1677-1892,High,2,0
839,A5100675481,Rui Zhang,Rui Zhang,2,377,0.53,2023,2025,2.0,https://orcid.org/0000-0001-9000-5021,High,2,0
840,A5101647700,Rui Zhang,Rui Zhang,2,133,1.5,2021,2022,4.5,https://orcid.org/0000-0001-6005-8245,High,2,0
841,A5024131897,Tao Li,Tao Li,2,34,5.88,2024,2024,1.5,https://orcid.org/0000-0001-9930-7130,High,2,0
842,A5091020799,Tao Li,Tao Li,2,281,0.71,2021,2023,2.0,https://orcid.org/0000-0002-9643-5185,High,2,0
843,A5100455275,Tao Li,Tao Li,2,362,0.55,2022,2025,7.5,https://orcid.org/0000-0002-0746-8322,High,2,0
844,A5100455306,Tao Li,Tao Li,2,1169,0.17,2018,2023,1.5,https://orcid.org/0000-0002-4913-4486,High,2,0
845,A5100455353,Tao Li,Tao Li,2,29,6.9,2023,2023,2.5,https://orcid.org/0000-0002-9384-4792,High,2,0
846,A5101639721,Tao Li,Tao Li,2,99,2.02,2023,2025,1.0,https://orcid.org/0000-0002-9637-778X,High,2,0
847,A5101688452,Tao Li,Tao Li,2,166,1.2,2023,2025,1.0,https://orcid.org/0000-0002-3176-018X,High,2,0
848,A5002814280,Tao Liu,Tao Liu,2,112,1.79,2023,2023,6.5,https://orcid.org/0000-0001-8735-0115,High,2,0
849,A5032071700,Tao Liu,Tao Liu,2,135,1.48,2021,2023,2.0,https://orcid.org/0000-0001-6187-3540,High,2,0
850,A5100338083,Tao Liu,Tao Liu,2,230,0.87,2013,2022,0.5,https://orcid.org/0000-0001-9220-151X,High,2,0
851,A5100338131,Tao Liu,Tao Liu,2,427,0.47,2011,2024,2.5,https://orcid.org/0000-0003-1451-5251,High,2,0
852,A5101706896,Tao Liu,Tao Liu,2,39,5.13,2010,2021,0.0,https://orcid.org/0000-0003-3897-9085,High,2,0
853,A5100453450,Tao Wang,Tao Wang,2,458,0.44,2017,2024,1.0,https://orcid.org/0000-0001-9845-3988,High,2,0
854,A5100453495,Tao Wang,Tao Wang,2,291,0.69,2022,2024,1.5,https://orcid.org/0000-0002-2480-878X,High,2,0
855,A5100453659,Tao Wang,Tao Wang,2,879,0.23,2021,2024,4.5,https://orcid.org/0000-0003-1225-0173,High,2,0
856,A5100453680,Tao Wang,Tao Wang,2,81,2.47,2014,2022,2.5,https://orcid.org/0000-0003-2614-9404,High,2,0
857,A5100632441,Tao Wang,Tao Wang,2,24,8.33,2022,2024,3.0,https://orcid.org/0000-0002-2009-4302,High,2,0
858,A5101886618,Tao Wang,Tao Wang,2,33,6.06,2023,2024,1.5,https://orcid.org/0000-0001-8100-7922,High,2,0
859,A5100375710,Tao Zhang,Tao Zhang,2,558,0.36,2020,2026,5.0,https://orcid.org/0000-0001-6643-4686,High,2,0
860,A5100375815,Tao Zhang,Tao Zhang,2,325,0.62,2016,2022,2.0,https://orcid.org/0000-0002-5743-4657,High,2,0
861,A5100375844,Tao Zhang,Tao Zhang,2,38,5.26,2024,2024,3.0,https://orcid.org/0000-0002-8058-8005,High,2,0
862,A5100648406,Tao Zhang,Tao Zhang,2,836,0.24,2011,2022,0.5,https://orcid.org/0000-0001-9255-9802,High,2,0
863,A5100694048,Wang Qi,Qi Wang,2,122,1.64,2011,2011,0.0,https://orcid.org/0000-0001-6845-1447,High,2,0
864,A5071184650,Wang Ying,Ying Wang,2,427,0.47,2011,2011,0.0,https://orcid.org/0000-0001-8332-8500,High,2,0
865,A5042175903,Wei Chen,Wei Chen,2,116,1.72,2020,2020,1.0,https://orcid.org/0000-0003-4222-964X,High,2,0
866,A5100344403,Wei Chen,Wei Chen,2,406,0.49,2020,2021,6.5,https://orcid.org/0000-0002-2373-2437,High,2,0
867,A5100344458,Wei Chen,Wei Chen,2,295,0.68,2023,2023,1.0,https://orcid.org/0000-0002-6383-7540,High,2,0
868,A5100344522,Wei Chen,Wei Chen,2,927,0.22,2024,2025,1.0,https://orcid.org/0000-0003-0065-3610,High,2,0
869,A5100344533,Wei Chen,Wei Chen,2,110,1.82,2023,2023,6.0,https://orcid.org/0000-0003-0681-1712,High,2,0
870,A5100344582,Wei Chen,Wei Chen,2,515,0.39,2012,2022,0.5,https://orcid.org/0000-0003-3720-718X,High,2,0
871,A5101962762,Wei Chen,Wei Chen,2,25,8.0,2011,2011,0.0,https://orcid.org/0000-0001-7506-746X,High,2,0
872,A5026976348,Wei Li,Wei Li,2,2,100.0,2023,2023,1.0,,High,2,0
873,A5033731690,Wei Li,Wei Li,2,149,1.34,2011,2011,0.0,https://orcid.org/0000-0001-7515-9591,High,2,0
874,A5055460914,Wei Li,Wei Li,2,212,0.94,2010,2021,1.0,https://orcid.org/0000-0001-8446-5427,High,2,0
